customer_id,date,amount,channel
200621,2023-01-07,18.24,web
200716,2023-08-31,67.19,web
200446,2023-07-14,27.58,web
200728,2023-02-20,56.02,store
200050,2023-01-18,4.22,web
200524,2023-07-11,10.22,web
200679,2023-08-12,69.93,web
200894,2023-02-12,7.08,store
200323,2023-08-07,21.82,partner
200161,2023-06-12,91.67,web
200648,2023-02-20,64.51,web
200065,2023-08-13,26.38,store
200698,2023-08-24,18.31,store
200633,2023-02-26,101.24,web
200621,2023-09-03,19.74,web
200264,2023-03-23,44.06,store
200108,2023-08-06,86.33,store
200547,2023-10-24,49.78,web
200326,2023-12-09,86.47,web
200352,2023-04-04,25.52,store
200168,2023-05-04,13.83,web
200300,2023-02-04,57.68,store
200748,2023-12-20,79.96,store
200803,2023-05-01,52.05,web
200314,2023-10-20,16.11,web
200127,2023-12-08,156.18,web
200030,2023-06-23,11.04,store
200170,2023-09-11,40.67,partner
200008,2023-06-22,86.06,callcenter
200601,2023-07-30,37.74,partner
200578,2023-04-02,58.33,store
200704,2023-11-03,6.49,partner
200299,2023-02-14,56.68,web
200748,2023-08-29,15.26,partner
200152,2023-12-02,41.17,web
200208,2023-10-24,10.72,store
200824,2023-10-04,60.65,web
200793,2023-08-28,51.44,web
200538,2023-12-12,40.79,web
200548,2023-11-12,71.31,web
200630,2023-04-11,55.27,store
200740,2023-08-16,10.37,partner
200208,2023-06-06,69.91,partner
200061,2023-04-07,55.89,web
200166,2023-10-26,18.24,store
200321,2023-01-16,36.46,web
200212,2023-02-16,24.66,web
200472,2023-02-08,131.48,partner
200124,2023-03-15,13.59,web
200519,2023-07-07,25.67,partner
200639,2023-12-10,34.51,web
200089,2023-12-21,39.77,partner
200258,2023-11-25,26.4,store
200484,2023-10-05,38.96,web
200059,2023-06-17,52.17,web
200598,2023-10-11,19.9,web
200678,2023-04-08,26.43,web
200325,2023-08-31,112.75,store
200008,2023-01-04,71.03,store
200450,2023-11-26,69.85,web
200782,2023-12-21,9.88,web
200263,2023-09-26,125.05,web
200764,2023-03-05,33.49,store
200783,2023-04-05,75.39,web
200252,2023-09-28,41.47,store
200539,2023-07-02,6.31,store
200037,2023-07-19,27.52,web
200496,2023-05-28,71.76,web
200791,2023-11-02,73.21,web
200849,2023-03-02,42.76,partner
200179,2023-06-11,13.13,web
200598,2023-03-23,76.88,web
200059,2023-09-10,19.87,store
200251,2023-04-15,41.2,web
200751,2023-04-20,54.51,web
200577,2023-03-05,58.35,web
200352,2023-11-12,53.12,web
200865,2023-03-21,17.26,store
200682,2023-11-14,25.5,partner
200021,2023-12-01,16.82,partner
200071,2023-12-18,61.64,web
200563,2023-05-06,55.73,web
200789,2023-08-28,19.41,web
200141,2023-10-30,68.21,web
200484,2023-01-29,67.94,store
200734,2023-01-24,84.25,web
200776,2023-03-17,54.34,web
200576,2023-12-25,56.87,web
200899,2023-02-02,27.05,web
200843,2023-10-07,-32.53,store
200750,2023-11-03,-78.75,callcenter
200602,2023-11-27,22.55,store
200886,2023-07-12,17.96,web
200015,2023-07-11,57.29,web
200080,2023-09-28,5.16,store
200459,2023-08-20,21.45,partner
200603,2023-10-15,86.48,store
200813,2023-05-12,98.43,web
200610,2023-12-07,73.35,store
200209,2023-06-07,39.81,web
200817,2023-04-01,18.06,web
200074,2023-10-02,10.4,callcenter
200085,2023-08-15,28.72,partner
200647,2023-01-19,10.59,web
200867,2023-03-02,121.68,store
200452,2023-01-14,27.54,web
200121,2023-07-30,30.31,web
200042,2023-11-16,65.21,partner
200881,2023-04-28,8.79,partner
200251,2023-02-10,30.98,web
200575,2023-11-07,37.35,store
200294,2023-09-21,10.9,web
200193,2023-07-18,16.94,web
200601,2023-03-14,22.92,callcenter
200665,2023-09-03,75.29,store
200424,2023-05-14,96.41,store
200456,2023-03-31,52.16,web
200438,2023-04-18,35.23,store
200532,2023-01-23,86.65,callcenter
200725,2023-06-28,68.5,web
200639,2023-10-02,146.35,web
200250,2023-10-29,7.26,web
200222,2023-09-22,38.33,web
200605,2023-11-16,23.98,web
200580,2023-12-18,8.68,store
200330,2023-03-23,38.64,web
200754,2023-06-08,136.65,callcenter
200376,2023-05-04,14.35,web
200302,2023-09-07,182.22,partner
200500,2023-11-02,-69.62,callcenter
200173,2023-11-21,89.01,web
200626,2023-02-02,88.57,web
200807,2023-07-07,52.38,partner
200850,2023-02-12,27.29,web
200402,2023-05-01,10.52,web
200242,2023-06-25,14.55,web
200431,2023-08-15,57.44,web
200093,2023-10-16,-28.22,store
200601,2023-12-30,16.21,store
200385,2023-05-03,46.13,callcenter
200109,2023-07-24,50.14,store
200492,2023-01-26,65.42,web
200646,2023-02-10,19.44,store
200205,2023-12-20,35.13,web
200364,2023-12-09,19.94,web
200801,2023-12-09,12.35,web
200638,2023-04-06,78.99,web
200718,2023-08-26,75.32,web
200404,2023-03-25,7.56,web
200444,2023-09-06,40.09,web
200447,2023-06-26,-86.99,partner
200405,2023-12-07,67.03,web
200129,2023-05-17,17.6,partner
200036,2023-08-24,93.66,partner
200749,2023-08-29,87.07,partner
200483,2023-10-15,48.89,web
200479,2023-01-19,31.17,web
200536,2023-06-19,17.37,web
200371,2023-06-15,38.42,web
200802,2023-03-25,-102.92,web
200422,2023-10-21,17.98,web
200450,2023-10-31,109.14,store
200478,2023-01-30,64.76,store
200141,2023-09-07,38.39,web
200156,2023-11-11,87.6,web
200162,2023-04-16,37.52,store
200228,2023-08-19,33.12,store
200143,2023-08-16,76.62,store
200201,2023-01-07,39.65,partner
200844,2023-10-26,37.61,store
200324,2023-10-01,23.5,web
200714,2023-04-09,32.58,web
200353,2023-04-25,118.08,web
200742,2023-10-08,2.68,web
200677,2023-10-20,17.5,partner
200756,2023-01-27,20.53,store
200259,2023-05-12,35.32,store
200086,2023-08-17,30.93,web
200277,2023-02-16,44.46,store
200631,2023-12-31,4.64,web
200588,2023-03-18,43.95,web
200633,2023-11-13,117.46,store
200894,2023-01-24,39.62,web
200202,2023-11-16,31.81,web
200399,2023-01-15,36.04,web
200441,2023-09-06,28.49,web
200134,2023-05-12,64.73,web
200596,2023-06-18,49.34,store
200044,2023-02-09,46.87,web
200807,2023-09-05,87.59,web
200079,2023-08-16,65.21,web
200099,2023-04-28,2.68,web
200156,2023-06-22,27.99,store
200802,2023-07-21,11.72,partner
200775,2023-09-09,19.92,store
200830,2023-07-16,23.87,store
200749,2023-01-22,-19.33,store
200831,2023-07-18,67.28,web
200424,2023-05-08,59.73,store
200004,2023-05-31,27.89,web
200394,2023-05-16,58.14,web
200198,2023-05-09,52.87,store
200220,2023-03-28,42.12,store
200622,2023-05-01,34.33,web
200150,2023-09-18,72.19,callcenter
200289,2023-03-24,37.57,web
200353,2023-10-05,45.84,web
200054,2023-06-10,43.55,web
200631,2023-08-11,24.62,store
200686,2023-02-12,-23.5,callcenter
200502,2023-03-17,32.55,store
200025,2023-11-26,66.45,web
200708,2023-10-31,35.25,web
200401,2023-01-26,-5.99,web
200239,2023-11-26,49.18,store
200852,2023-11-02,25.55,callcenter
200773,2023-02-20,19.14,partner
200396,2023-03-30,62.11,web
200398,2023-03-06,61.8,web
200820,2023-11-08,42.39,web
200172,2023-11-08,30.75,web
200368,2023-09-20,26.43,callcenter
200513,2023-04-02,11.86,web
200312,2023-12-03,2.74,partner
200284,2023-11-06,27.97,web
200096,2023-11-14,28.47,store
200240,2023-05-12,17.99,callcenter
200322,2023-09-13,-87.32,store
200753,2023-09-04,24.8,store
200303,2023-02-25,42.01,web
200145,2023-08-01,48.58,web
200761,2023-07-20,53.49,web
200316,2023-08-02,22.26,web
200827,2023-05-05,30.09,store
200098,2023-09-02,38.95,web
200019,2023-11-20,22.37,web
200829,2023-08-09,81.76,store
200088,2023-11-15,152.35,partner
200007,2023-10-09,47.59,callcenter
200578,2023-04-25,47.25,web
200285,2023-09-26,77.82,web
200436,2023-09-03,66.73,web
200367,2023-12-11,37.7,callcenter
200267,2023-05-04,112.38,store
200433,2023-03-01,23.29,callcenter
200233,2023-09-05,62.54,partner
200202,2023-08-19,29.89,web
200202,2023-08-13,51.68,web
200106,2023-09-28,27.57,web
200472,2023-07-06,109.96,web
200493,2023-01-12,80.44,callcenter
200015,2023-11-17,49.8,web
200413,2023-04-12,67.49,store
200664,2023-03-31,18.07,web
200001,2023-10-25,9.94,store
200270,2023-10-19,22.57,web
200864,2023-07-04,107.89,web
200384,2023-09-09,27.48,store
200014,2023-01-30,70.5,web
200474,2023-04-13,32.06,callcenter
200369,2023-03-30,33.63,store
200190,2023-06-03,27.8,web
200066,2023-05-11,26.31,web
200795,2023-01-26,67.03,web
200731,2023-09-09,26.64,web
200613,2023-08-07,26.05,web
200015,2023-05-19,38.03,web
200783,2023-11-21,30.15,partner
200425,2023-05-12,19.43,callcenter
200427,2023-02-13,61.97,web
200789,2023-11-06,44.72,store
200389,2023-02-18,25.28,web
200212,2023-01-27,19.48,web
200213,2023-06-23,78.88,web
200834,2023-07-31,13.11,web
200490,2023-04-13,56.4,web
200521,2023-11-03,5.73,store
200533,2023-04-12,40.91,web
200198,2023-12-18,41.78,partner
200377,2023-08-22,10.99,web
200856,2023-03-09,11.89,store
200130,2023-05-30,42.85,web
200856,2023-01-28,11.55,web
200245,2023-11-05,90.34,web
200266,2023-08-25,25.54,web
200012,2023-06-06,100.96,store
200597,2023-09-05,86.64,web
200287,2023-08-13,34.67,store
200413,2023-08-07,43.9,web
200522,2023-05-26,75.69,web
200570,2023-05-09,15.23,web
200860,2023-04-04,27.44,web
200500,2023-10-15,99.28,web
200160,2023-06-22,69.78,web
200633,2023-06-21,31.43,partner
200049,2023-09-20,44.18,web
200759,2023-07-13,21.99,web
200266,2023-12-14,29.36,web
200650,2023-03-29,55.77,partner
200141,2023-01-16,29.44,web
200366,2023-06-03,62.12,web
200625,2023-07-14,11.55,callcenter
200559,2023-10-27,55.32,partner
200005,2023-08-21,16.84,web
200031,2023-12-09,33.93,web
200882,2023-02-01,20.9,web
200475,2023-07-16,55.42,partner
200770,2023-10-30,12.72,store
200065,2023-07-03,62.64,web
200441,2023-04-11,37.73,web
200518,2023-10-08,31.73,web
200828,2023-11-16,23.32,store
200639,2023-04-05,27.05,store
200565,2023-07-21,85.35,web
200264,2023-10-21,22.92,store
200894,2023-02-25,85.77,store
200294,2023-01-05,104.55,store
200250,2023-09-27,-31.18,web
200651,2023-10-02,-9.93,callcenter
200897,2023-02-27,71.97,web
200771,2023-08-06,71.43,store
200162,2023-09-20,86.6,web
200733,2023-12-18,35.79,store
200318,2023-10-22,47.43,store
200199,2023-03-22,26.78,web
200841,2023-07-30,25.87,web
200854,2023-09-25,45.7,web
200333,2023-04-09,76.16,web
200023,2023-03-01,65.16,web
200188,2023-06-09,38.98,web
200487,2023-09-20,80.46,callcenter
200053,2023-07-12,13.01,web
200204,2023-08-09,162.18,web
200134,2023-09-01,14.33,web
200856,2023-12-15,36.65,store
200319,2023-08-20,45.18,store
200342,2023-02-19,46.43,store
200379,2023-05-27,75.16,store
200011,2023-03-04,19.05,web
200488,2023-10-04,48.66,callcenter
200821,2023-12-30,61.56,store
200732,2023-10-09,82.49,store
200225,2023-03-31,30.92,store
200012,2023-09-12,42.23,web
200696,2023-01-08,38.14,store
200757,2023-04-10,59.52,store
200829,2023-04-21,59.79,partner
200519,2023-06-21,29.95,callcenter
200426,2023-04-27,37.61,web
200680,2023-06-07,39.68,store
200621,2023-01-04,16.5,web
200681,2023-10-26,50.59,partner
200255,2023-05-25,-49.21,store
200812,2023-10-22,16.65,callcenter
200033,2023-01-22,52.98,store
200084,2023-11-13,177.04,store
200589,2023-08-17,20.91,web
200514,2023-03-26,16.5,store
200498,2023-10-02,61.02,web
200818,2023-10-01,29.8,web
200783,2023-09-23,75.32,web
200647,2023-11-14,36.3,web
200148,2023-12-15,24.42,partner
200086,2023-03-02,35.86,store
200125,2023-04-14,59.78,web
200552,2023-01-15,58.39,store
200641,2023-01-25,11.75,web
200719,2023-02-08,59.66,web
200092,2023-09-10,40.53,web
200247,2023-08-10,42.99,web
200304,2023-01-13,50.61,partner
200569,2023-06-03,16.24,store
200041,2023-02-10,11.3,store
200756,2023-03-13,12.12,store
200072,2023-01-21,72.23,web
200471,2023-07-12,71.83,store
200839,2023-01-30,3.82,store
200174,2023-10-14,37.54,web
200618,2023-12-07,26.2,web
200494,2023-11-09,18.06,web
200737,2023-10-28,81.85,web
200529,2023-10-02,92.77,web
200763,2023-11-29,44.48,store
200362,2023-11-20,24.97,web
200147,2023-03-20,28.61,store
200611,2023-08-09,15.56,web
200870,2023-04-22,28.25,web
200389,2023-11-02,20.09,store
200737,2023-01-04,88.8,web
200789,2023-06-02,7.73,callcenter
200580,2023-05-19,66.78,web
200712,2023-11-08,18.99,store
200506,2023-04-18,59.3,web
200724,2023-11-23,34.75,web
200302,2023-07-01,67.49,web
200473,2023-09-08,12.66,web
200070,2023-07-13,-24.08,web
200176,2023-06-07,29.97,web
200521,2023-04-22,40.24,partner
200651,2023-04-13,39.8,web
200026,2023-08-22,15.43,web
200062,2023-04-29,11.85,web
200005,2023-11-12,31.39,callcenter
200465,2023-02-18,36.53,web
200301,2023-03-20,30.1,store
200047,2023-01-18,7.71,web
200714,2023-11-12,37.7,web
200475,2023-06-01,52.44,web
200009,2023-01-13,44.43,callcenter
200617,2023-01-16,33.82,store
200820,2023-12-02,41.9,web
200377,2023-11-18,20.7,store
200854,2023-04-12,-81.9,web
200375,2023-08-26,25.8,callcenter
200069,2023-04-03,53.59,web
200110,2023-11-04,32.82,partner
200060,2023-09-19,69.48,partner
200271,2023-06-12,25.34,web
200346,2023-12-05,69.9,callcenter
200399,2023-03-23,88.91,callcenter
200432,2023-12-30,19.37,partner
200777,2023-04-16,64.95,web
200010,2023-11-21,102.11,store
200808,2023-11-08,46.91,web
200215,2023-07-25,78.37,callcenter
200858,2023-02-14,90.24,web
200121,2023-10-02,71.34,store
200090,2023-09-12,21.11,partner
200109,2023-11-12,51.45,callcenter
200266,2023-03-24,55.9,partner
200847,2023-03-29,6.69,partner
200416,2023-05-09,34.84,store
200148,2023-05-15,42.07,store
200577,2023-01-02,53.1,web
200457,2023-02-26,16.81,callcenter
200632,2023-06-24,32.81,web
200667,2023-12-19,44.42,store
200707,2023-02-16,27.88,web
200136,2023-03-30,6.53,web
200446,2023-11-10,84.44,web
200567,2023-01-15,125.97,callcenter
200500,2023-02-05,48.69,web
200875,2023-11-21,49.33,web
200864,2023-04-02,36.77,web
200730,2023-04-23,12.0,web
200216,2023-01-06,8.65,web
200476,2023-05-29,80.18,web
200723,2023-12-29,117.16,store
200241,2023-12-26,52.05,partner
200640,2023-08-23,27.61,partner
200224,2023-09-04,-32.8,store
200126,2023-08-23,57.34,web
200215,2023-09-11,77.42,store
200833,2023-07-09,37.28,store
200895,2023-03-17,29.51,store
200769,2023-11-13,16.58,store
200244,2023-11-18,25.21,store
200701,2023-02-22,54.94,store
200196,2023-02-04,46.49,partner
200114,2023-10-17,43.74,store
200232,2023-01-18,17.13,web
200125,2023-10-22,31.54,partner
200576,2023-12-25,65.54,store
200614,2023-01-14,96.87,store
200032,2023-10-19,63.32,web
200096,2023-02-18,77.23,web
200431,2023-04-16,6.73,store
200101,2023-07-19,86.22,web
200745,2023-09-06,51.54,web
200360,2023-02-02,44.05,web
200371,2023-02-09,47.29,web
200004,2023-04-14,109.41,store
200631,2023-09-06,26.75,web
200649,2023-05-28,-47.32,web
200680,2023-04-11,34.49,callcenter
200486,2023-02-27,17.96,store
200242,2023-12-20,10.02,callcenter
200070,2023-09-15,17.71,web
200284,2023-12-26,21.76,partner
200489,2023-06-30,35.65,web
200104,2023-10-26,77.23,web
200048,2023-08-22,17.76,web
200195,2023-07-11,21.44,web
200063,2023-06-23,107.92,callcenter
200012,2023-07-02,27.43,web
200436,2023-05-31,23.66,store
200670,2023-08-22,24.39,web
200449,2023-06-29,41.55,web
200082,2023-12-21,35.96,callcenter
200305,2023-11-25,22.3,store
200031,2023-06-19,28.67,web
200559,2023-05-25,66.94,web
200209,2023-10-05,45.54,web
200348,2023-08-23,90.9,store
200811,2023-03-26,31.02,web
200528,2023-11-01,66.76,partner
200688,2023-09-07,68.36,callcenter
200314,2023-08-15,21.19,web
200837,2023-10-13,49.89,web
200643,2023-03-24,39.44,partner
200464,2023-10-19,7.16,web
200521,2023-02-14,10.56,web
200560,2023-10-17,42.7,store
200144,2023-08-04,7.8,web
200226,2023-08-01,6.05,store
200617,2023-09-23,38.75,callcenter
200396,2023-04-24,3.41,store
200705,2023-10-08,-15.4,web
200473,2023-01-10,38.62,web
200059,2023-09-11,33.89,callcenter
200598,2023-10-17,33.87,store
200548,2023-01-02,56.64,store
200328,2023-09-11,73.55,web
200711,2023-10-10,78.69,partner
200315,2023-07-10,114.19,web
200103,2023-08-09,3.95,callcenter
200109,2023-01-22,19.97,web
200811,2023-12-27,14.49,web
200338,2023-12-19,116.57,web
200373,2023-10-07,39.23,web
200274,2023-01-06,35.18,callcenter
200664,2023-06-07,26.2,web
200544,2023-10-26,25.07,partner
200809,2023-09-04,24.95,store
200805,2023-11-27,26.71,web
200890,2023-08-13,24.63,store
200296,2023-09-18,98.91,partner
200525,2023-05-04,142.65,store
200311,2023-10-24,137.1,web
200633,2023-07-14,6.83,partner
200673,2023-10-20,22.05,store
200226,2023-03-16,5.15,callcenter
200773,2023-04-08,140.36,store
200261,2023-02-02,48.81,web
200884,2023-09-04,65.53,web
200765,2023-09-25,33.05,partner
200016,2023-04-14,35.3,callcenter
200358,2023-05-21,84.45,web
200349,2023-07-27,38.95,web
200740,2023-10-03,40.18,web
200651,2023-04-21,61.71,web
200045,2023-06-28,56.59,web
200756,2023-03-09,37.94,web
200196,2023-10-23,25.67,web
200332,2023-11-15,24.1,web
200153,2023-09-27,79.52,callcenter
200141,2023-10-25,40.83,web
200474,2023-10-06,19.59,store
200076,2023-11-02,70.73,web
200072,2023-06-06,37.41,store
200707,2023-03-17,-6.54,callcenter
200309,2023-12-17,20.61,web
200583,2023-01-01,37.5,partner
200887,2023-05-28,8.24,web
200045,2023-09-23,47.08,web
200714,2023-10-17,53.15,web
200098,2023-09-08,75.19,web
200684,2023-06-28,43.68,web
200275,2023-12-03,21.6,store
200121,2023-03-27,6.78,web
200205,2023-02-21,6.44,partner
200328,2023-08-18,32.45,web
200656,2023-04-27,32.43,web
200612,2023-06-21,7.92,web
200655,2023-06-16,46.2,store
200019,2023-04-07,26.0,partner
200877,2023-12-31,15.76,partner
200390,2023-05-20,12.01,web
200100,2023-09-02,99.52,callcenter
200835,2023-02-28,5.64,web
200713,2023-12-28,118.05,callcenter
200074,2023-12-27,16.63,web
200393,2023-01-26,125.53,web
200815,2023-08-23,7.19,web
200614,2023-08-06,49.39,store
200175,2023-03-05,86.8,web
200630,2023-10-08,88.13,web
200170,2023-10-07,-49.2,web
200316,2023-11-05,44.16,web
200175,2023-08-08,9.24,store
200624,2023-09-16,71.05,callcenter
200838,2023-09-21,81.01,callcenter
200040,2023-10-08,38.14,web
200543,2023-08-02,42.97,store
200223,2023-09-29,189.45,store
200675,2023-01-23,10.25,partner
200125,2023-08-14,50.26,store
200329,2023-03-16,69.81,store
200185,2023-05-29,6.28,web
200785,2023-10-08,7.0,partner
200074,2023-02-11,19.54,store
200523,2023-10-03,21.01,web
200108,2023-04-05,18.3,store
200539,2023-10-03,21.7,web
200691,2023-10-07,22.23,web
200677,2023-01-06,37.69,store
200030,2023-03-27,16.18,store
200696,2023-10-21,29.49,callcenter
200267,2023-05-05,36.21,callcenter
200613,2023-06-10,-26.18,web
200867,2023-01-06,50.18,web
200107,2023-09-11,95.66,web
200326,2023-02-04,9.85,callcenter
200780,2023-04-10,-14.98,web
200127,2023-06-24,63.32,web
200234,2023-10-08,45.54,store
200494,2023-07-01,66.93,web
200896,2023-12-25,60.36,store
200265,2023-07-10,21.5,partner
200346,2023-04-03,100.73,store
200716,2023-03-11,102.43,web
200107,2023-10-14,15.44,web
200294,2023-06-17,91.46,web
200284,2023-08-09,98.16,web
200360,2023-05-16,-122.91,web
200516,2023-04-10,61.26,web
200199,2023-08-07,28.07,store
200352,2023-04-18,20.26,web
200825,2023-12-31,28.07,web
200745,2023-09-25,11.39,web
200860,2023-10-27,50.98,web
200613,2023-04-14,32.24,store
200524,2023-01-11,9.32,web
200192,2023-01-18,20.66,web
200142,2023-11-10,86.32,store
200484,2023-11-15,51.69,store
200364,2023-09-06,18.62,callcenter
200708,2023-08-03,120.76,store
200008,2023-03-18,46.65,store
200802,2023-10-04,12.65,partner
200153,2023-07-08,28.2,partner
200355,2023-08-09,8.66,partner
200320,2023-01-09,100.62,store
200832,2023-07-08,68.52,partner
200648,2023-09-11,19.35,web
200032,2023-10-09,4.77,callcenter
200767,2023-02-23,67.72,web
200609,2023-01-12,45.51,web
200061,2023-11-09,90.3,web
200703,2023-04-24,2.91,store
200030,2023-06-22,63.01,web
200382,2023-08-18,35.15,store
200145,2023-06-29,155.75,web
200009,2023-12-11,11.68,web
200503,2023-11-04,73.03,partner
200618,2023-05-24,64.17,web
200431,2023-03-11,9.16,store
200308,2023-12-22,29.22,partner
200462,2023-09-16,57.89,web
200136,2023-10-03,19.44,web
200044,2023-06-19,19.96,web
200141,2023-06-26,79.22,web
200048,2023-03-08,132.2,store
200692,2023-06-06,74.39,web
200547,2023-07-18,-10.0,web
200168,2023-02-17,0.95,store
200512,2023-08-20,13.43,store
200435,2023-08-13,62.56,web
200100,2023-11-03,68.21,web
200873,2023-01-20,26.89,web
200844,2023-03-24,13.23,web
200682,2023-06-06,29.01,web
200727,2023-11-18,-6.11,store
200492,2023-03-28,47.89,partner
200723,2023-12-21,43.81,web
200475,2023-12-16,12.37,web
200149,2023-02-04,75.34,web
200150,2023-05-13,38.95,store
200768,2023-04-05,17.92,store
200401,2023-06-28,49.37,store
200656,2023-12-04,153.07,web
200130,2023-05-18,6.6,web
200403,2023-08-30,160.81,partner
200075,2023-02-20,38.58,web
200198,2023-07-28,58.49,web
200098,2023-05-09,61.86,store
200187,2023-12-01,18.45,store
200545,2023-10-12,26.38,web
200004,2023-03-20,96.94,store
200174,2023-08-15,109.6,web
200621,2023-05-05,32.33,partner
200134,2023-06-09,135.84,store
200500,2023-06-18,35.26,store
200780,2023-10-27,69.98,web
200702,2023-04-16,19.89,web
200109,2023-01-02,66.59,store
200132,2023-03-12,30.14,web
200635,2023-10-29,183.22,web
200311,2023-04-19,51.64,partner
200375,2023-01-22,125.2,partner
200429,2023-05-27,44.84,callcenter
200521,2023-11-14,39.14,web
200404,2023-11-15,43.96,web
200021,2023-12-12,147.09,web
200085,2023-09-07,25.33,store
200000,2023-10-26,178.1,partner
200238,2023-10-10,78.33,web
200735,2023-01-08,141.95,web
200874,2023-06-02,13.36,partner
200427,2023-07-12,68.77,web
200024,2023-06-19,99.84,web
200064,2023-10-30,101.77,callcenter
200733,2023-12-25,68.71,web
200309,2023-07-18,28.18,store
200793,2023-02-05,26.6,callcenter
200455,2023-05-12,25.18,partner
200791,2023-03-14,49.31,web
200121,2023-06-21,43.36,store
200772,2023-03-27,29.23,store
200491,2023-01-30,33.37,callcenter
200393,2023-03-04,39.58,web
200475,2023-07-01,3.82,store
200294,2023-02-21,30.48,partner
